WeatherID,CityID,Date,Temperature_C,FeelsLike_C,Humidity_pct,WindSpeed_kmh,Pressure_mb,Visibility_km,CloudCover_pct,Precipitation_mm,UVIndex,Condition
1827,6,2025-07-16,27.6,29.7,41,2,1016.6,9.6,35,8.0,2,Cloudy
1828,6,2025-07-17,24.0,23.5,58,17.7,1016.4,9.0,38,2.9,7,Thunderstorm
1829,6,2025-07-18,27.0,26.3,63,10.1,1012.6,8.1,66,0,4,Cloudy
1830,6,2025-07-19,27.9,30.0,69,2.2,1008.1,6.0,37,9.0,5,Sunny
1831,6,2025-07-20,27.3,26.3,51,17.6,1015.8,9.8,40,7.0,5,Heavy Rain
1832,6,2025-07-21,24.4,27.5,59,17.1,1007.4,7.2,23,7.6,3,Light Rain
1833,6,2025-07-22,28.3,30.0,54,21.9,1010.9,4.7,65,8.4,6,Sunny
1834,6,2025-07-23,26.6,28.7,69,9.4,1012.3,10.4,52,3.3,6,Sunny
1835,6,2025-07-24,26.6,27.8,62,9.7,1009.5,3.1,73,0.1,8,Sunny
1836,6,2025-07-25,27.8,28.5,37,14.3,1005.5,3.7,1,2.4,8,Sunny
1837,6,2025-07-26,24.3,26.3,75,16.1,1022.5,10.8,40,4.6,5,Sunny
1838,6,2025-07-27,23.5,26.7,52,11.9,1003.5,9.9,69,4.4,5,Cloudy
1839,6,2025-07-28,25.1,24.5,61,18.1,1011.9,12.9,74,1.0,6,Heavy Rain
1840,6,2025-07-29,24.4,26.8,73,12.2,1008.9,6.1,54,0,7,Light Rain
1841,6,2025-07-30,28.2,31.0,68,17.7,1020.5,5.7,0,3.9,3,Sunny
1842,6,2025-07-31,27.6,28.1,32,11.9,1003.9,5.6,6,16.9,4,Light Rain
1843,6,2025-08-01,26.3,25.7,49,13.1,996.3,6.9,97,14.2,6,Heavy Rain
1844,6,2025-08-02,23.5,23.1,81,10.2,1009.3,6.1,37,9.5,5,Sunny
1845,6,2025-08-03,26.2,28.3,76,14.2,1008.4,4.9,50,3.6,7,Partly Cloudy
1846,6,2025-08-04,25.8,26.4,55,8.7,1006.8,8.8,44,10.0,4,Sunny
1847,6,2025-08-05,25.8,25.6,63,5.1,1004.6,9.6,22,7.6,4,Clear
1848,6,2025-08-06,24.6,27.4,60,8.1,1005.1,7.9,80,7.9,8,Clear
1849,6,2025-08-07,26.6,25.9,49,15.0,1016.8,8.3,34,6.4,7,Sunny
1850,6,2025-08-08,24.1,23.6,46,7.0,1005.6,10.2,36,0.2,7,Light Rain
1851,6,2025-08-09,25.6,24.1,48,13.4,1018.8,12.8,65,4.7,2,Partly Cloudy
1852,6,2025-08-10,25.5,29.0,64,17.0,1013.5,6.9,25,0,4,Cloudy
1853,6,2025-08-11,24.0,25.9,60,16.7,1005.2,6.8,37,5.3,1,Heavy Rain
1854,6,2025-08-12,26.7,25.8,58,8.0,1012.2,3.2,61,0.7,7,Cloudy
1855,6,2025-08-13,26.5,25.5,41,17.9,1006.4,8.6,27,13.7,6,Heavy Rain
1856,6,2025-08-14,26.9,27.0,79,16.5,1021.0,10.5,44,8.3,7,Partly Cloudy
1857,6,2025-08-15,23.9,25.4,87,15.6,1014.2,11.8,44,11.3,5,Thunderstorm
1858,6,2025-08-16,25.4,24.8,60,11.3,1009.5,5.3,49,0,5,Cloudy
1859,6,2025-08-17,24.9,27.6,60,9.6,1001.0,14.9,46,7.4,8,Foggy
1860,6,2025-08-18,22.7,22.3,53,8.6,1002.3,9.2,20,0,3,Cloudy
1861,6,2025-08-19,25.7,24.3,74,11.1,1009.0,12.1,47,0.1,3,Heavy Rain
1862,6,2025-08-20,27.5,28.2,67,6.6,1008.0,5.0,50,7.0,5,Partly Cloudy
1863,6,2025-08-21,24.6,26.3,67,12.5,1011.0,6.4,55,2.0,6,Partly Cloudy
1864,6,2025-08-22,27.3,26.5,93,10.8,1010.0,5.3,49,11.4,4,Foggy
1865,6,2025-08-23,26.6,27.0,59,13.3,1017.5,12.4,86,12.8,3,Partly Cloudy
1866,6,2025-08-24,24.1,24.7,50,17.2,1023.8,10.4,76,1.9,6,Cloudy
1867,6,2025-08-25,25.8,26.5,77,13.1,1005.1,9.3,8,1.7,4,Cloudy
1868,6,2025-08-26,24.1,23.1,78,13.6,1007.1,9.0,48,11.7,0,Sunny
1869,6,2025-08-27,26.1,25.7,74,20.1,1012.6,8.5,44,0,2,Foggy
1870,6,2025-08-28,22.8,24.9,30,2,1013.4,6.7,18,0.6,5,Light Rain
1871,6,2025-08-29,25.2,26.4,60,16.6,1007.1,12.4,31,2.8,4,Light Rain
1872,6,2025-08-30,24.2,26.3,54,10.0,1016.7,11.2,42,2.3,6,Sunny
1873,6,2025-08-31,24.2,23.0,63,10.8,1010.0,10.0,25,5.6,2,Cloudy
1874,6,2025-09-01,24.3,23.5,65,6.3,1013.8,8.8,4,12.1,7,Partly Cloudy
1875,6,2025-09-02,24.3,24.3,67,5.9,1012.5,11.0,59,1.6,4,Cloudy
1876,6,2025-09-03,23.6,22.7,75,12.4,1013.4,9.9,8,4.6,8,Foggy
1877,6,2025-09-04,27.4,28.0,77,13.3,1007.4,8.7,53,2.8,6,Partly Cloudy
1878,6,2025-09-05,22.5,25.1,44,8.0,1013.1,10.5,51,0,6,Partly Cloudy
1879,6,2025-09-06,25.8,28.9,58,6.3,1013.5,6.2,71,8.6,7,Partly Cloudy
1880,6,2025-09-07,24.0,26.8,70,3.9,1011.2,6.7,54,9.7,8,Cloudy
1881,6,2025-09-08,22.8,22.9,64,16.9,1004.3,7.3,72,0,0,Partly Cloudy
1882,6,2025-09-09,25.5,26.9,77,13.9,1002.1,11.3,65,0,4,Cloudy
1883,6,2025-09-10,25.2,24.9,81,8.7,1015.8,12.3,20,2.5,1,Sunny
1884,6,2025-09-11,24.0,23.9,56,20.0,1007.0,7.8,85,11.3,3,Light Rain
1885,6,2025-09-12,25.4,26.1,32,8.2,1016.6,4.3,26,12.3,4,Foggy
1886,6,2025-09-13,26.2,28.9,75,14.6,1012.1,5.9,57,3.0,2,Thunderstorm
1887,6,2025-09-14,26.7,29.4,65,8.2,1002.7,8.1,68,0.4,5,Partly Cloudy
1888,6,2025-09-15,25.4,25.4,61,23.1,1008.1,10.6,4,5.1,4,Partly Cloudy
1889,6,2025-09-16,26.9,28.0,46,15.8,1019.4,11.0,34,0.9,2,Heavy Rain
1890,6,2025-09-17,23.1,22.0,60,12.4,1028.5,5.9,47,1.9,9,Cloudy
1891,6,2025-09-18,26.9,25.5,66,5.0,1018.7,5.4,2,0,6,Cloudy
1892,6,2025-09-19,24.4,23.6,46,19.3,1000.6,7.5,36,4.6,4,Heavy Rain
1893,6,2025-09-20,24.1,25.1,60,3.6,1001.3,9.9,49,0,6,Sunny
1894,6,2025-09-21,26.2,25.3,81,12.4,1018.9,15.3,49,0,4,Clear
1895,6,2025-09-22,24.0,25.7,57,14.3,1010.7,8.3,74,6.7,7,Thunderstorm
1896,6,2025-09-23,26.1,24.8,36,7.2,1021.9,7.8,83,4.6,6,Partly Cloudy
1897,6,2025-09-24,26.0,28.4,45,12.1,1000.1,12.2,79,8.4,2,Cloudy
1898,6,2025-09-25,23.5,23.2,59,6.3,1004.6,6.8,23,20.2,4,Heavy Rain
1899,6,2025-09-26,24.7,25.0,76,10.5,1011.2,12.6,75,0,5,Sunny
1900,6,2025-09-27,24.2,27.1,77,15.3,1014.0,6.1,68,7.1,5,Partly Cloudy
1901,6,2025-09-28,23.7,24.6,32,14.6,1005.0,8.3,47,0,9,Sunny
1902,6,2025-09-29,25.1,25.5,61,11.9,1013.3,8.3,20,6.8,5,Clear
1903,6,2025-09-30,24.8,28.0,53,9.5,1000.2,8.0,67,1.0,4,Clear
1904,6,2025-10-01,23.7,25.5,86,9.4,1010.1,9.3,45,4.4,7,Partly Cloudy
1905,6,2025-10-02,28.2,29.2,62,16.3,1008.1,6.5,13,0,2,Foggy
1906,6,2025-10-03,26.4,27.8,30,17.6,1013.0,8.7,87,10.8,3,Cloudy
1907,6,2025-10-04,27.0,25.5,53,17.3,1011.4,7.0,24,0,5,Clear
1908,6,2025-10-05,24.1,26.1,58,16.2,1002.1,3.9,33,5.1,7,Partly Cloudy
1909,6,2025-10-06,27.9,26.5,72,10.2,1027.9,7.2,55,0,7,Light Rain
1910,6,2025-10-07,27.3,26.0,21,10.8,1014.9,6.0,44,6.9,6,Cloudy
1911,6,2025-10-08,25.7,27.9,55,11.2,1011.6,11.5,47,0,5,Light Rain
1912,6,2025-10-09,26.5,28.1,39,21.3,1020.6,10.6,89,11.6,1,Sunny
1913,6,2025-10-10,24.1,23.3,44,15.0,1015.5,9.5,36,0,8,Cloudy
1914,6,2025-10-11,27.1,27.4,22,11.4,1011.2,9.0,36,9.1,6,Light Rain
1915,6,2025-10-12,27.7,27.6,37,10.8,1003.8,12.2,64,0,7,Cloudy
1916,6,2025-10-13,24.0,25.7,51,17.1,1018.9,6.3,37,0,3,Partly Cloudy
1917,6,2025-10-14,27.2,30.6,58,7.1,1012.1,10.5,71,3.8,5,Sunny
1918,6,2025-10-15,24.8,27.8,53,9.9,1007.7,8.0,51,1.4,4,Sunny
1919,6,2025-10-16,25.4,26.1,41,8.8,1007.6,9.2,14,6.0,7,Sunny
1920,6,2025-10-17,23.7,25.2,76,12.7,1006.7,11.0,29,5.6,7,Sunny
1921,6,2025-10-18,28.3,29.7,62,12.4,1009.8,8.6,60,3.0,3,Clear
1922,6,2025-10-19,23.6,24.4,68,10.4,1009.3,9.0,38,0,5,Sunny
1923,6,2025-10-20,26.2,26.6,62,13.5,1017.6,6.6,29,0.6,9,Partly Cloudy
1924,6,2025-10-21,28.1,30.5,49,11.6,1000.4,10.2,45,5.9,8,Clear
1925,6,2025-10-22,25.9,24.4,45,15.7,1026.7,11.3,64,0,4,Foggy
1926,6,2025-10-23,24.4,23.6,70,11.5,1010.2,8.0,60,0,3,Sunny
1927,6,2025-10-24,27.2,30.4,43,5.4,1007.2,13.4,53,0,6,Sunny
1928,6,2025-10-25,24.4,26.1,64,10.7,1013.1,11.5,32,6.4,6,Heavy Rain
1929,6,2025-10-26,27.1,25.7,53,11.5,1021.6,7.5,25,6.3,5,Sunny
1930,6,2025-10-27,26.4,25.5,48,18.0,1008.9,10.0,40,3.1,3,Partly Cloudy
1931,6,2025-10-28,27.3,27.2,30,8.2,1005.1,10.5,0,5.9,8,Sunny
1932,6,2025-10-29,25.8,29.3,42,16.9,1007.1,8.7,72,10.4,5,Partly Cloudy
1933,6,2025-10-30,26.8,30.2,52,11.6,1015.9,9.4,53,0,4,Partly Cloudy
1934,6,2025-10-31,27.2,29.5,47,19.8,1006.8,10.6,39,0,3,Sunny
1935,6,2025-11-01,21.5,21.6,47,18.2,1006.2,8.9,52,0,6,Clear
1936,6,2025-11-02,22.6,22.5,54,15.0,1019.8,9.9,46,5.5,8,Partly Cloudy
1937,6,2025-11-03,25.2,24.4,77,13.0,1015.1,9.0,47,2.6,7,Sunny
1938,6,2025-11-04,22.0,24.1,47,9.0,1013.5,9.2,47,0,5,Light Rain
1939,6,2025-11-05,25.5,24.6,65,18.1,1025.8,9.9,60,0,5,Heavy Rain
1940,6,2025-11-06,21.2,22.2,24,19.5,1007.0,6.3,30,1.9,2,Light Rain
1941,6,2025-11-07,23.6,24.0,21,9.9,1005.4,16.1,100,0,7,Partly Cloudy
1942,6,2025-11-08,21.8,21.5,31,22.7,1015.2,11.7,0,0,5,Sunny
1943,6,2025-11-09,21.1,20.1,64,2,1013.3,9.6,61,0,4,Partly Cloudy
1944,6,2025-11-10,21.8,22.8,29,12.7,995.6,6.6,100,2.2,6,Heavy Rain
1945,6,2025-11-11,20.6,20.9,40,15.3,1009.7,9.3,19,13.4,4,Cloudy
1946,6,2025-11-12,24.0,26.8,38,9.4,1012.4,9.8,48,8.5,8,Light Rain
1947,6,2025-11-13,24.6,26.6,39,11.5,997.5,8.8,28,0,2,Clear
1948,6,2025-11-14,21.2,24.2,30,15.9,1016.7,8.0,45,0.1,7,Sunny
1949,6,2025-11-15,21.6,24.7,39,9.5,1005.4,14.7,59,20.0,7,Sunny
1950,6,2025-11-16,21.0,23.4,46,18.0,1008.7,7.4,72,0,1,Cloudy
1951,6,2025-11-17,24.4,27.8,43,12.8,1004.6,4.4,50,1.5,4,Sunny
1952,6,2025-11-18,22.6,21.2,47,17.5,1014.9,6.3,41,10.0,6,Light Rain
1953,6,2025-11-19,21.4,24.8,62,17.8,1016.6,7.8,37,3.0,4,Cloudy
1954,6,2025-11-20,22.4,23.4,35,4.5,1015.3,9.7,90,10.8,2,Light Rain
1955,6,2025-11-21,22.1,24.2,58,11.2,1012.5,10.3,0,7.1,6,Heavy Rain
1956,6,2025-11-22,20.6,22.2,35,11.7,1011.6,4.9,45,0,4,Light Rain
1957,6,2025-11-23,23.0,22.2,47,18.4,1004.8,10.4,32,2.5,8,Light Rain
1958,6,2025-11-24,21.1,21.9,36,16.8,1009.2,12.0,43,5.9,2,Partly Cloudy
1959,6,2025-11-25,22.3,24.3,38,13.7,1022.8,14.2,79,0,0,Thunderstorm
1960,6,2025-11-26,22.7,25.5,64,11.1,1019.3,4.4,53,0,3,Cloudy
1961,6,2025-11-27,22.3,21.0,52,11.6,1003.9,8.8,24,1.0,6,Thunderstorm
1962,6,2025-11-28,24.6,24.6,54,10.2,1016.9,8.8,21,2.2,6,Sunny
1963,6,2025-11-29,24.5,25.2,45,20.2,1007.5,10.8,31,0,8,Sunny
1964,6,2025-11-30,21.9,24.5,41,12.2,1008.2,8.3,17,3.0,7,Cloudy
1965,6,2025-12-01,19.8,18.3,40,8.8,1012.4,12.7,52,0,7,Light Rain
1966,6,2025-12-02,20.1,20.0,25,14.0,1003.9,11.5,44,1.3,5,Heavy Rain
1967,6,2025-12-03,21.6,25.1,49,14.7,1014.7,7.5,34,0,5,Thunderstorm
1968,6,2025-12-04,18.1,18.6,36,8.9,1020.2,8.8,45,7.1,4,Sunny
1969,6,2025-12-05,21.1,24.0,15,21.8,1011.6,9.9,41,0,1,Cloudy
1970,6,2025-12-06,22.1,20.8,54,15.4,1013.6,10.6,39,6.4,4,Sunny
1971,6,2025-12-07,18.0,19.9,45,5.3,1002.5,9.8,8,5.8,7,Partly Cloudy
1972,6,2025-12-08,22.1,24.4,58,19.1,1007.6,5.9,17,7.3,6,Sunny
1973,6,2025-12-09,20.7,23.4,27,5.0,1008.3,11.1,58,0.7,6,Sunny
1974,6,2025-12-10,20.2,22.2,60,23.2,1012.9,5.5,32,4.3,3,Sunny
1975,6,2025-12-11,18.2,19.0,47,4.1,996.8,10.2,50,1.4,5,Cloudy
1976,6,2025-12-12,22.4,21.7,38,17.9,1005.4,11.4,22,5.1,5,Partly Cloudy
1977,6,2025-12-13,18.1,17.6,39,15.0,1005.1,9.8,80,0,9,Cloudy
1978,6,2025-12-14,20.9,23.0,46,8.9,1015.2,11.0,23,9.2,5,Cloudy
1979,6,2025-12-15,19.0,21.5,65,19.7,1014.5,8.7,56,0,11,Cloudy
1980,6,2025-12-16,21.3,22.6,56,14.2,1007.2,8.7,41,3.4,2,Partly Cloudy
1981,6,2025-12-17,19.7,21.7,46,21.7,1015.9,7.8,45,0,6,Light Rain
1982,6,2025-12-18,21.7,24.7,55,14.2,1005.7,14.7,47,1.7,7,Clear
1983,6,2025-12-19,22.3,24.0,48,2,1017.5,13.0,34,0,2,Cloudy
1984,6,2025-12-20,18.9,21.7,24,8.5,1010.9,14.5,49,0,2,Heavy Rain
1985,6,2025-12-21,21.6,21.7,46,14.8,1009.4,9.7,21,1.3,6,Partly Cloudy
1986,6,2025-12-22,19.0,21.1,27,12.2,1019.9,13.6,25,1.3,8,Sunny
1987,6,2025-12-23,19.1,21.7,54,9.3,1006.3,9.0,74,0.2,6,Partly Cloudy
1988,6,2025-12-24,22.3,22.4,27,12.1,1016.4,8.8,0,6.3,7,Sunny
1989,6,2025-12-25,19.7,20.7,48,9.5,1002.5,6.7,34,0.5,4,Thunderstorm
1990,6,2025-12-26,20.7,23.0,52,14.1,1004.8,9.4,69,6.5,8,Partly Cloudy
1991,6,2025-12-27,21.2,24.7,47,6.8,1007.8,9.3,28,5.5,6,Heavy Rain
1992,6,2025-12-28,19.8,20.1,47,14.9,1001.5,1,55,0.6,3,Light Rain
1993,6,2025-12-29,18.6,19.5,41,15.4,1014.8,9.2,2,4.4,6,Partly Cloudy
1994,6,2025-12-30,19.8,19.2,30,18.1,1013.4,6.9,82,0,7,Clear
1995,6,2025-12-31,22.0,21.4,32,11.6,1017.0,9.7,45,1.4,4,Sunny
1996,6,2026-01-01,18.9,17.7,33,13.7,1007.5,6.9,79,6.4,5,Partly Cloudy
1997,6,2026-01-02,17.2,18.7,49,18.0,1009.0,4.3,25,0,5,Sunny
1998,6,2026-01-03,21.1,22.2,42,6.1,1016.6,10.7,79,2.5,2,Sunny
1999,6,2026-01-04,18.2,16.8,17,10.5,1011.9,6.2,9,0,7,Thunderstorm
2000,6,2026-01-05,18.6,18.4,41,15.3,1011.2,7.8,27,0,6,Partly Cloudy
2001,6,2026-01-06,20.9,21.9,39,15.2,1008.8,9.4,43,0,6,Sunny
2002,6,2026-01-07,17.4,17.0,29,4.2,1017.6,7.4,50,4.0,5,Foggy
2003,6,2026-01-08,17.2,16.2,47,2.5,1015.2,5.8,11,1.0,6,Sunny
2004,6,2026-01-09,20.4,19.7,44,15.6,1007.1,7.8,91,0,6,Sunny
2005,6,2026-01-10,17.4,16.4,27,15.0,1014.1,13.8,48,1.8,6,Clear
2006,6,2026-01-11,19.3,20.5,59,23.5,1020.4,8.6,82,0,9,Sunny
2007,6,2026-01-12,19.2,22.0,15,15.2,1011.8,3.4,49,0,7,Light Rain
2008,6,2026-01-13,20.9,22.8,37,15.9,1009.2,9.5,60,2.4,4,Foggy
2009,6,2026-01-14,18.4,18.0,66,17.9,1013.6,10.7,0,6.3,5,Sunny
2010,6,2026-01-15,19.3,21.5,44,12.2,1005.7,13.8,64,0,3,Clear
2011,6,2026-01-16,18.1,20.1,49,18.7,1017.5,11.8,74,0.1,4,Thunderstorm
2012,6,2026-01-17,17.1,17.5,43,11.1,1012.5,12.2,40,0,5,Partly Cloudy
2013,6,2026-01-18,18.6,19.1,41,14.7,1016.0,6.6,22,16.1,4,Light Rain
2014,6,2026-01-19,19.4,18.0,39,11.0,1004.0,7.0,39,10.5,5,Clear
2015,6,2026-01-20,20.3,23.0,49,12.2,1020.5,9.3,96,9.7,7,Sunny
2016,6,2026-01-21,20.4,23.4,28,14.0,996.8,10.4,33,5.0,5,Cloudy
2017,6,2026-01-22,16.7,16.3,56,9.3,1012.4,10.6,60,0.6,5,Heavy Rain
2018,6,2026-01-23,21.0,23.5,48,4.5,1024.4,12.9,79,1.3,7,Partly Cloudy
2019,6,2026-01-24,20.1,23.1,47,17.0,1003.4,8.9,9,0,5,Light Rain
2020,6,2026-01-25,17.5,16.8,55,14.9,1006.1,10.4,68,7.9,5,Partly Cloudy
2021,6,2026-01-26,20.2,21.4,40,10.0,1016.2,5.2,45,0,6,Light Rain
2022,6,2026-01-27,20.3,20.8,41,17.8,1006.5,4.4,4,3.8,6,Partly Cloudy
2023,6,2026-01-28,17.5,18.4,40,16.5,1018.0,13.6,20,5.9,7,Cloudy
2024,6,2026-01-29,21.0,21.2,29,14.3,1010.8,10.7,64,4.3,6,Partly Cloudy
2025,6,2026-01-30,17.7,18.2,73,8.6,1010.2,11.2,30,0,6,Sunny
2026,6,2026-01-31,21.0,23.0,39,16.1,1007.0,5.0,59,8.2,5,Sunny
2027,6,2026-02-01,23.2,24.4,41,22.1,1010.5,10.6,42,0,4,Partly Cloudy
2028,6,2026-02-02,21.1,21.0,17,11.5,1007.8,8.0,39,1.4,9,Partly Cloudy
2029,6,2026-02-03,21.7,24.8,37,12.7,995.2,10.4,16,7.5,6,Sunny
2030,6,2026-02-04,22.2,24.2,38,11.8,1021.7,6.5,97,2.6,2,Light Rain
2031,6,2026-02-05,24.3,24.3,28,10.5,1003.3,10.5,53,0,5,Sunny
2032,6,2026-02-06,22.4,23.7,56,9.1,1015.5,8.4,39,0,8,Cloudy
2033,6,2026-02-07,24.3,24.2,55,9.0,1000.5,8.9,42,0,6,Clear
2034,6,2026-02-08,21.1,21.8,29,12.7,1007.9,9.1,40,0,5,Sunny
2035,6,2026-02-09,22.4,21.7,41,15.3,1013.3,4.0,44,0,4,Sunny
2036,6,2026-02-10,20.4,20.7,40,12.2,1003.6,6.3,81,6.1,4,Light Rain
2037,6,2026-02-11,24.4,25.1,36,11.0,1011.8,3.9,38,0,8,Sunny
2038,6,2026-02-12,20.9,20.8,36,6.0,1007.4,9.8,12,0,3,Heavy Rain
2039,6,2026-02-13,21.7,20.9,36,14.3,1013.7,7.0,79,0,4,Sunny
2040,6,2026-02-14,23.7,25.4,53,15.6,1011.5,12.6,64,4.1,6,Partly Cloudy
2041,6,2026-02-15,20.5,22.1,53,15.1,1008.5,9.2,24,0,6,Clear
2042,6,2026-02-16,24.2,23.4,45,10.6,1011.1,7.0,60,9.3,3,Heavy Rain
2043,6,2026-02-17,19.8,23.2,55,8.4,1012.4,12.0,48,0.2,4,Sunny
2044,6,2026-02-18,20.9,19.9,40,15.4,1003.2,11.3,16,3.8,9,Sunny
2045,6,2026-02-19,21.6,20.2,64,9.3,1010.5,10.1,33,1.8,5,Partly Cloudy
2046,6,2026-02-20,24.0,23.9,52,14.9,1009.0,10.2,70,6.3,4,Partly Cloudy
2047,6,2026-02-21,21.6,24.7,74,14.0,1012.2,10.8,36,8.6,7,Partly Cloudy
2048,6,2026-02-22,19.8,19.9,48,8.8,1017.1,1,77,4.1,3,Cloudy
2049,6,2026-02-23,20.4,20.4,58,21.4,1010.0,10.7,30,10.1,7,Sunny
2050,6,2026-02-24,21.2,23.6,53,13.7,1004.2,7.5,57,0,2,Sunny
2051,6,2026-02-25,23.9,26.3,38,14.6,1012.8,7.9,38,0,5,Partly Cloudy
2052,6,2026-02-26,23.2,23.0,36,4.0,997.3,11.3,45,0,5,Thunderstorm
2053,6,2026-02-27,21.9,25.1,52,16.4,1010.1,11.2,41,0,6,Sunny
2054,6,2026-02-28,22.2,22.0,26,8.2,1013.3,11.0,16,0.1,3,Partly Cloudy
2055,6,2026-03-01,29.3,30.4,42,17.5,1006.4,10.5,19,0,5,Thunderstorm
2056,6,2026-03-02,25.8,26.4,21,4.6,1012.8,7.6,57,0,6,Clear
2057,6,2026-03-03,24.8,26.6,50,10.6,1006.0,11.2,40,0,9,Foggy
2058,6,2026-03-04,25.3,28.0,51,18.0,1011.5,7.0,78,0,4,Partly Cloudy
2059,6,2026-03-05,26.0,25.7,19,17.4,1023.6,10.1,48,5.0,7,Partly Cloudy
2060,6,2026-03-06,25.6,26.1,61,7.4,1004.0,11.5,49,0,3,Sunny
2061,6,2026-03-07,29.2,28.6,51,16.7,1019.3,4.7,18,0,4,Partly Cloudy
2062,6,2026-03-08,27.7,28.4,28,13.7,1020.9,7.0,4,7.0,8,Sunny
2063,6,2026-03-09,26.6,26.6,54,4.9,1006.8,4.3,16,0.3,4,Partly Cloudy
2064,6,2026-03-10,29.5,29.6,60,19.4,1012.2,8.6,58,4.9,4,Sunny
2065,6,2026-03-11,27.7,29.0,47,3.5,1005.2,8.3,44,0,6,Sunny
2066,6,2026-03-12,24.8,27.1,51,2,1003.8,9.3,42,4.4,10,Cloudy
2067,6,2026-03-13,28.3,29.3,28,7.0,1004.2,7.7,52,3.1,9,Clear
2068,6,2026-03-14,28.3,30.7,64,12.2,1013.6,8.6,0,0,6,Partly Cloudy
2069,6,2026-03-15,25.8,26.3,44,13.2,1009.4,5.7,31,0,8,Light Rain
2070,6,2026-03-16,29.3,29.3,44,18.8,1010.5,11.0,47,1.8,4,Partly Cloudy
2071,6,2026-03-17,24.6,25.0,54,18.3,1013.7,6.6,64,0.6,6,Clear
2072,6,2026-03-18,25.7,28.8,39,11.8,1006.2,10.0,0,0,4,Light Rain
2073,6,2026-03-19,28.6,27.5,44,9.6,999.3,9.9,80,0.8,9,Sunny
2074,6,2026-03-20,25.1,28.0,42,2.2,1008.9,9.3,0,7.4,9,Sunny
2075,6,2026-03-21,28.4,31.5,27,3.0,1009.5,8.1,100,0.6,7,Sunny
2076,6,2026-03-22,27.5,26.8,38,11.0,1009.7,10.2,33,0,7,Partly Cloudy
2077,6,2026-03-23,29.0,32.3,53,13.2,1013.1,10.2,75,0,5,Heavy Rain
2078,6,2026-03-24,28.7,28.8,24,18.9,1008.1,10.4,47,0,7,Partly Cloudy
2079,6,2026-03-25,27.3,29.0,33,12.8,1017.7,10.4,15,4.2,9,Thunderstorm
2080,6,2026-03-26,28.8,28.2,58,7.1,1012.0,9.6,46,1.2,7,Cloudy
2081,6,2026-03-27,26.8,28.5,61,2,1003.1,10.8,60,0,8,Partly Cloudy
2082,6,2026-03-28,27.8,29.5,72,8.9,1017.3,10.2,19,4.3,7,Light Rain
2083,6,2026-03-29,26.0,27.8,38,8.5,1007.8,7.0,41,1.1,11,Clear
2084,6,2026-03-30,26.8,26.5,63,16.5,1023.0,6.7,34,4.3,4,Sunny
2085,6,2026-03-31,26.4,28.7,79,12.1,1009.4,11.3,74,8.1,7,Partly Cloudy
2086,6,2026-04-01,32.0,32.6,41,10.0,1011.0,6.4,39,0,11,Light Rain
2087,6,2026-04-02,33.4,36.3,51,8.5,1016.1,6.9,59,5.0,7,Partly Cloudy
2088,6,2026-04-03,31.1,31.0,29,10.8,1005.0,15.4,45,0.7,8,Partly Cloudy
2089,6,2026-04-04,30.8,33.2,60,11.0,1008.3,8.3,17,0,3,Thunderstorm
2090,6,2026-04-05,33.0,32.2,48,15.7,1012.4,7.0,30,3.6,9,Cloudy
2091,6,2026-04-06,28.6,29.2,60,14.4,1018.2,7.6,68,11.9,3,Foggy
2092,6,2026-04-07,33.2,35.0,75,18.3,1022.0,4.1,8,0,7,Light Rain
2093,6,2026-04-08,32.2,35.0,30,15.5,1009.4,6.3,66,12.8,5,Sunny
2094,6,2026-04-09,31.1,29.8,50,20.6,1007.5,12.6,17,3.8,8,Cloudy
2095,6,2026-04-10,29.4,31.7,85,19.8,1009.8,9.4,61,0,11,Light Rain
2096,6,2026-04-11,33.1,32.3,58,5.8,1004.3,13.0,63,0.0,4,Thunderstorm
2097,6,2026-04-12,32.9,35.1,35,10.6,1014.0,10.1,56,0,9,Cloudy
2098,6,2026-04-13,29.2,30.7,62,5.0,1008.8,10.2,24,6.2,10,Foggy
2099,6,2026-04-14,29.2,32.2,26,23.6,1009.8,8.3,54,5.5,7,Partly Cloudy
2100,6,2026-04-15,30.6,32.1,64,14.2,1003.0,8.6,99,0,10,Cloudy
2101,6,2026-04-16,33.4,35.8,82,5.4,1028.4,10.6,24,5.9,8,Cloudy
2102,6,2026-04-17,29.7,32.9,41,7.1,1013.0,11.5,63,0,5,Sunny
2103,6,2026-04-18,32.3,35.4,29,5.3,1011.4,8.8,46,14.7,6,Sunny
2104,6,2026-04-19,29.6,28.5,45,14.5,1019.3,8.0,68,7.5,7,Partly Cloudy
2105,6,2026-04-20,31.7,30.6,59,11.7,1011.4,10.0,12,0,8,Partly Cloudy
2106,6,2026-04-21,31.6,34.3,43,10.4,1009.7,9.9,72,0.9,8,Sunny
2107,6,2026-04-22,29.4,29.4,57,11.9,1003.8,10.0,65,0.5,5,Clear
2108,6,2026-04-23,30.6,29.7,52,14.2,1028.4,13.6,21,0,5,Partly Cloudy
2109,6,2026-04-24,32.4,33.9,50,5.1,1020.1,8.5,86,0,10,Clear
2110,6,2026-04-25,29.3,30.5,57,9.7,1014.9,4.0,90,11.2,8,Cloudy
2111,6,2026-04-26,30.3,28.8,31,18.8,1009.6,4.5,25,10.8,7,Cloudy
