AQIID,CityID,Date,AQI,AQICategory,PM2_5,PM10,CO_mg_m3,NO2_ug_m3,SO2_ug_m3,O3_ug_m3
1791,5,2026-06-10,133,Poor,65.4,95.7,1.84,22.2,10.2,51.7
1792,5,2026-06-11,120,Poor,67.7,101.4,1.61,35.7,11.3,33.1
1793,5,2026-06-12,138,Poor,76.1,132.0,0.38,30.1,15.7,21.0
1794,5,2026-06-13,73,Moderate,34.7,55.0,1.37,59.3,12.6,29.8
1795,5,2026-06-14,100,Moderate,53.5,93.0,1.04,20.6,5.1,24.1
1796,5,2026-06-15,118,Poor,59.1,93.1,1.83,42.2,10.2,27.7
1797,5,2026-06-16,133,Poor,60.4,106.8,1.1,36.2,14.5,27.0
1798,5,2026-06-17,144,Poor,77.9,112.7,1.72,33.8,7.5,18.1
1799,5,2026-06-18,130,Poor,68.3,122.8,1.36,55.1,11.9,23.3
1800,5,2026-06-19,217,Unhealthy,89.1,134.8,1.16,59.3,3.3,34.8
1801,5,2026-06-20,92,Moderate,53.1,94.8,0.82,44.1,16.7,42.3
1802,5,2026-06-21,123,Poor,67.9,98.1,1.14,30.0,9.5,32.8
1803,5,2026-06-22,116,Poor,50.5,87.5,0.72,20.4,11.2,18.3
1804,5,2026-06-23,191,Poor,112.5,187.0,0.91,37.8,8.7,27.8
1805,5,2026-06-24,205,Unhealthy,95.1,160.2,1.18,34.1,13.3,5.4
1806,5,2026-06-25,142,Poor,61.8,107.6,0.94,43.2,11.5,22.9
1807,5,2026-06-26,187,Poor,82.7,127.4,0.8,37.8,8.5,24.1
1808,5,2026-06-27,131,Poor,73.3,114.7,1.18,25.6,3.5,35.5
1809,5,2026-06-28,124,Poor,70.0,102.8,1.55,38.5,11.1,42.1
1810,5,2026-06-29,95,Moderate,54.9,95.1,0.54,12.1,2.2,25.3
1811,5,2026-06-30,173,Poor,92.9,161.2,0.48,21.1,10.1,44.2
1812,5,2026-07-01,97,Moderate,39.8,60.3,1.35,37.2,11.9,20.4
1813,5,2026-07-02,98,Moderate,58.2,93.3,1.7,32.9,11.9,33.5
1814,5,2026-07-03,43,Good,21.8,37.9,0.97,24.8,12.3,32.1
1815,5,2026-07-04,96,Moderate,39.3,62.1,1.11,22.3,16.0,7.3
1816,5,2026-07-05,147,Poor,75.1,113.4,0.43,39.0,15.2,3.6
1817,5,2026-07-06,64,Moderate,28.1,50.1,0.88,36.8,17.8,41.3
1818,5,2026-07-07,95,Moderate,44.6,64.0,0.7,18.7,10.8,16.9
1819,5,2026-07-08,236,Unhealthy,120.6,177.8,1.03,6.6,10.7,31.4
1820,5,2026-07-09,183,Poor,98.7,171.3,1.36,49.9,17.8,13.2
1821,5,2026-07-10,122,Poor,55.5,84.3,1.38,25.1,15.8,22.1
1822,5,2026-07-11,109,Poor,61.0,99.1,1.2,50.5,12.5,26.5
1823,5,2026-07-12,145,Poor,71.1,114.5,1.12,33.9,8.4,27.8
1824,5,2026-07-13,134,Poor,60.5,99.7,1.24,37.7,9.6,22.9
1825,5,2026-07-14,97,Moderate,46.4,73.8,1.24,14.0,19.5,15.8
1826,6,2025-07-15,111,Poor,56.8,85.6,0.49,46.0,1.3,22.7
1827,6,2025-07-16,102,Poor,59.8,96.2,0.2,42.2,15.1,9.3
1828,6,2025-07-17,65,Moderate,26.9,38.8,0.79,42.7,17.6,41.4
1829,6,2025-07-18,74,Moderate,34.4,54.2,1.41,41.1,8.5,28.2
1830,6,2025-07-19,54,Moderate,30.1,51.5,0.88,39.3,14.8,26.7
1831,6,2025-07-20,63,Moderate,30.3,53.9,0.59,50.6,10.7,49.7
1832,6,2025-07-21,34,Good,16.8,28.2,1.2,31.6,10.7,25.5
1833,6,2025-07-22,134,Poor,64.9,112.2,1.35,42.9,10.2,23.8
1834,6,2025-07-23,81,Moderate,41.2,63.7,0.84,32.2,5.3,47.6
1835,6,2025-07-24,63,Moderate,33.5,57.7,0.2,33.9,13.3,34.3
1836,6,2025-07-25,50,Good,24.6,42.6,1.35,13.6,6.7,51.2
1837,6,2025-07-26,18,Good,8.2,13.7,1.68,30.2,16.6,19.3
1838,6,2025-07-27,83,Moderate,46.0,81.8,1.83,31.0,19.5,46.2
1839,6,2025-07-28,117,Poor,62.2,104.3,1.15,20.6,5.9,31.4
1840,6,2025-07-29,106,Poor,51.4,84.9,1.36,14.8,14.4,23.8
1841,6,2025-07-30,69,Moderate,32.4,50.8,0.74,23.9,18.4,53.6
1842,6,2025-07-31,23,Good,10.3,15.9,1.42,15.9,8.1,27.4
1843,6,2025-08-01,115,Poor,47.5,74.7,1.24,36.2,4.4,3.1
1844,6,2025-08-02,66,Moderate,36.3,62.7,1.38,63.5,15.6,39.5
1845,6,2025-08-03,54,Moderate,25.6,37.2,0.7,47.4,6.3,43.8
1846,6,2025-08-04,76,Moderate,33.7,55.0,0.84,31.7,8.3,24.8
1847,6,2025-08-05,114,Poor,64.1,100.5,1.24,13.6,8.8,40.8
1848,6,2025-08-06,50,Good,26.6,37.4,1.19,32.8,9.6,35.6
1849,6,2025-08-07,141,Poor,69.1,110.2,1.1,24.7,3.9,16.8
1850,6,2025-08-08,47,Good,24.5,35.7,1.67,25.3,8.3,24.9
1851,6,2025-08-09,92,Moderate,38.1,62.4,1.61,29.8,10.9,29.6
1852,6,2025-08-10,15,Good,7.3,11.0,1.11,27.3,16.5,37.9
1853,6,2025-08-11,89,Moderate,48.1,74.8,1.05,5.5,16.4,36.3
1854,6,2025-08-12,50,Good,27.1,41.4,0.58,24.0,8.7,13.8
1855,6,2025-08-13,131,Poor,70.5,116.3,0.81,29.0,15.1,14.6
1856,6,2025-08-14,63,Moderate,36.9,59.7,1.58,44.0,14.2,31.1
1857,6,2025-08-15,65,Moderate,31.8,55.0,1.31,38.3,12.3,2
1858,6,2025-08-16,55,Moderate,25.7,39.5,1.0,41.4,9.4,45.9
1859,6,2025-08-17,125,Poor,70.0,118.9,1.42,32.3,5.9,16.0
1860,6,2025-08-18,15,Good,7.3,13.0,0.93,11.6,20.4,40.4
1861,6,2025-08-19,110,Poor,55.6,79.2,1.44,55.1,7.5,45.9
1862,6,2025-08-20,110,Poor,44.5,66.6,1.48,16.1,14.4,8.8
1863,6,2025-08-21,99,Moderate,54.4,88.0,2.23,35.4,10.0,29.5
1864,6,2025-08-22,71,Moderate,33.9,51.7,0.5,31.2,13.6,36.9
1865,6,2025-08-23,21,Good,9.3,15.5,1.35,26.4,12.4,42.1
1866,6,2025-08-24,90,Moderate,36.2,55.1,1.16,24.8,9.7,21.2
1867,6,2025-08-25,149,Poor,64.9,92.5,0.51,34.4,1,36.9
1868,6,2025-08-26,40,Good,18.4,30.2,0.93,32.9,4.3,31.9
1869,6,2025-08-27,98,Moderate,48.5,86.0,1.75,30.7,11.1,36.9
1870,6,2025-08-28,42,Good,22.2,39.7,0.65,16.1,3.0,27.9
1871,6,2025-08-29,100,Moderate,48.9,69.8,0.96,50.6,12.8,40.3
1872,6,2025-08-30,115,Poor,51.0,88.5,0.23,53.0,8.8,42.0
1873,6,2025-08-31,83,Moderate,49.7,82.0,1.2,49.3,13.3,18.4
1874,6,2025-09-01,123,Poor,70.4,126.0,1.05,37.2,14.8,12.0
1875,6,2025-09-02,71,Moderate,34.5,59.9,1.25,37.1,4.5,49.1
1876,6,2025-09-03,95,Moderate,51.8,91.1,0.67,35.3,15.5,7.4
1877,6,2025-09-04,83,Moderate,40.7,65.8,1.32,46.7,22.2,31.7
1878,6,2025-09-05,128,Poor,59.4,94.1,1.31,40.8,7.1,29.4
1879,6,2025-09-06,70,Moderate,37.3,55.0,0.2,31.0,8.9,34.3
1880,6,2025-09-07,57,Moderate,34.0,50.2,1.15,26.5,1,32.9
1881,6,2025-09-08,107,Poor,53.0,93.8,0.89,45.9,10.0,21.5
1882,6,2025-09-09,68,Moderate,29.7,43.0,1.14,20.8,16.0,40.0
1883,6,2025-09-10,36,Good,18.4,26.0,0.92,23.7,12.4,43.8
1884,6,2025-09-11,15,Good,7.3,11.2,0.75,51.9,7.2,25.0
1885,6,2025-09-12,70,Moderate,37.7,55.5,1.26,45.1,16.9,26.8
1886,6,2025-09-13,118,Poor,50.2,83.4,0.62,9.2,15.9,33.0
1887,6,2025-09-14,92,Moderate,54.7,81.1,1.54,46.8,16.0,18.1
1888,6,2025-09-15,79,Moderate,35.7,58.9,1.02,50.2,6.3,29.6
1889,6,2025-09-16,49,Good,27.2,44.4,2.0,32.4,10.3,29.9
1890,6,2025-09-17,74,Moderate,30.6,49.4,1.94,2,15.0,26.2
1891,6,2025-09-18,30,Good,14.5,20.6,1.14,22.4,15.3,32.1
1892,6,2025-09-19,25,Good,12.2,20.6,0.92,61.4,16.3,25.3
1893,6,2025-09-20,60,Moderate,34.1,54.2,0.53,47.0,11.0,30.3
1894,6,2025-09-21,85,Moderate,37.6,64.2,0.86,47.9,8.4,32.9
1895,6,2025-09-22,94,Moderate,40.1,60.8,1.29,56.4,16.3,26.8
1896,6,2025-09-23,57,Moderate,29.8,49.4,0.98,35.4,11.9,11.8
1897,6,2025-09-24,55,Moderate,30.7,54.3,0.74,34.5,21.5,34.2
1898,6,2025-09-25,18,Good,7.6,10.7,1.14,23.9,12.4,38.3
1899,6,2025-09-26,188,Poor,105.8,162.3,1.4,32.4,9.2,24.9
1900,6,2025-09-27,84,Moderate,35.8,64.4,1.47,31.9,16.1,40.1
1901,6,2025-09-28,72,Moderate,35.8,56.6,0.72,42.6,1,32.3
1902,6,2025-09-29,67,Moderate,34.1,49.6,1.33,32.2,13.7,17.4
1903,6,2025-09-30,92,Moderate,38.3,54.4,1.3,47.4,18.5,25.4
1904,6,2025-10-01,68,Moderate,37.0,66.2,1.07,67.4,8.1,46.0
1905,6,2025-10-02,41,Good,18.4,30.8,1.57,38.2,18.3,29.8
1906,6,2025-10-03,122,Poor,53.4,96.0,1.06,30.7,13.9,14.3
1907,6,2025-10-04,35,Good,19.1,28.7,1.37,23.8,11.5,26.6
1908,6,2025-10-05,75,Moderate,34.1,55.9,1.28,22.0,21.1,49.4
1909,6,2025-10-06,46,Good,20.9,32.1,1.2,38.6,13.8,21.3
1910,6,2025-10-07,44,Good,23.1,34.7,0.86,57.3,7.4,26.5
1911,6,2025-10-08,28,Good,11.4,16.2,0.96,17.3,17.4,18.0
1912,6,2025-10-09,57,Moderate,25.1,35.7,0.32,48.5,7.4,32.6
1913,6,2025-10-10,116,Poor,58.7,95.5,1.05,27.9,11.0,26.1
1914,6,2025-10-11,134,Poor,64.0,114.1,1.11,41.6,8.0,26.5
1915,6,2025-10-12,126,Poor,65.0,95.5,1.81,31.9,15.5,25.3
1916,6,2025-10-13,71,Moderate,35.7,59.8,1.17,37.6,13.9,27.0
1917,6,2025-10-14,17,Good,9.0,14.4,0.2,45.4,14.3,26.4
1918,6,2025-10-15,106,Poor,60.2,101.5,0.98,28.7,12.1,29.2
1919,6,2025-10-16,82,Moderate,40.2,63.9,0.31,38.5,12.8,34.0
1920,6,2025-10-17,81,Moderate,48.0,75.5,0.77,36.5,16.1,19.4
1921,6,2025-10-18,70,Moderate,34.5,51.8,1.33,22.7,11.0,35.0
1922,6,2025-10-19,74,Moderate,41.1,71.0,1.32,34.6,18.2,26.8
1923,6,2025-10-20,58,Moderate,26.2,41.4,0.78,11.9,16.2,29.4
1924,6,2025-10-21,133,Poor,67.8,109.5,1.47,40.9,11.7,11.1
1925,6,2025-10-22,36,Good,18.3,26.6,0.77,42.2,22.6,19.3
1926,6,2025-10-23,15,Good,6.4,11.4,0.79,45.6,9.5,23.7
1927,6,2025-10-24,35,Good,14.1,22.8,0.69,34.3,14.6,29.4
1928,6,2025-10-25,44,Good,17.8,27.9,1.46,27.4,15.8,14.4
1929,6,2025-10-26,68,Moderate,38.3,56.5,0.47,40.0,8.8,25.9
1930,6,2025-10-27,44,Good,24.1,42.9,0.85,49.5,9.8,29.8
1931,6,2025-10-28,93,Moderate,51.2,92.1,0.77,42.1,3.0,31.6
1932,6,2025-10-29,126,Poor,53.7,78.6,1.22,25.1,11.2,17.5
1933,6,2025-10-30,85,Moderate,50.4,81.2,2.06,29.3,14.5,29.3
1934,6,2025-10-31,78,Moderate,40.1,59.2,0.76,49.9,6.3,27.8
1935,6,2025-11-01,97,Moderate,52.3,83.1,1.52,42.5,12.7,18.9
1936,6,2025-11-02,99,Moderate,47.3,69.7,1.09,27.6,6.9,24.7
1937,6,2025-11-03,171,Poor,101.0,163.5,1.77,22.2,12.4,14.0
1938,6,2025-11-04,164,Poor,91.1,150.8,0.68,29.1,6.9,37.7
1939,6,2025-11-05,114,Poor,45.7,77.4,1.68,24.5,7.3,16.3
1940,6,2025-11-06,163,Poor,73.9,125.5,1.4,34.7,9.2,31.3
1941,6,2025-11-07,131,Poor,54.3,77.7,1.18,55.3,20.0,27.0
1942,6,2025-11-08,135,Poor,55.2,77.4,0.89,33.5,13.2,30.4
1943,6,2025-11-09,140,Poor,57.2,93.5,1.76,24.9,9.8,31.2
1944,6,2025-11-10,134,Poor,68.9,97.3,0.96,37.1,3.0,34.2
1945,6,2025-11-11,150,Poor,74.1,119.6,1.12,33.9,17.6,20.3
1946,6,2025-11-12,171,Poor,93.1,159.0,1.32,30.6,16.8,30.7
1947,6,2025-11-13,109,Poor,54.8,90.5,1.68,21.6,11.9,25.5
1948,6,2025-11-14,139,Poor,68.5,121.1,1.16,36.7,14.2,19.9
1949,6,2025-11-15,152,Poor,87.3,122.8,1.38,48.0,1,35.8
1950,6,2025-11-16,163,Poor,92.4,131.6,0.88,18.3,18.2,46.0
1951,6,2025-11-17,179,Poor,105.4,173.2,0.8,34.1,20.5,27.5
1952,6,2025-11-18,98,Moderate,45.1,72.8,0.81,43.3,7.2,17.0
1953,6,2025-11-19,126,Poor,72.0,104.3,0.7,42.2,17.1,29.0
1954,6,2025-11-20,135,Poor,78.4,110.2,1.01,27.2,17.0,24.1
1955,6,2025-11-21,150,Poor,74.7,107.5,1.55,35.4,8.3,30.5
1956,6,2025-11-22,114,Poor,49.7,76.0,1.0,17.5,8.6,26.1
1957,6,2025-11-23,74,Moderate,43.0,71.2,1.18,60.5,25.0,26.6
1958,6,2025-11-24,108,Poor,44.2,67.9,1.44,44.5,7.8,37.1
1959,6,2025-11-25,78,Moderate,32.4,54.4,1.45,37.2,12.3,25.5
1960,6,2025-11-26,147,Poor,87.8,141.5,0.68,46.7,11.2,41.6
1961,6,2025-11-27,137,Poor,81.0,144.4,1.38,19.3,11.7,26.9
1962,6,2025-11-28,153,Poor,90.9,150.6,0.41,52.3,14.0,53.0
1963,6,2025-11-29,167,Poor,78.5,126.4,1.03,26.5,7.2,16.2
1964,6,2025-11-30,179,Poor,88.1,126.8,1.03,29.6,15.2,24.9
1965,6,2025-12-01,132,Poor,57.9,82.3,0.89,34.5,7.9,27.5
1966,6,2025-12-02,178,Poor,93.9,132.1,0.82,20.3,17.1,34.2
1967,6,2025-12-03,118,Poor,54.2,78.2,0.25,42.0,10.9,31.7
1968,6,2025-12-04,220,Unhealthy,120.6,216.6,0.96,36.3,20.2,8.7
1969,6,2025-12-05,161,Poor,91.5,145.9,1.03,38.6,12.4,21.5
1970,6,2025-12-06,162,Poor,76.0,130.4,1.31,22.7,14.7,40.0
1971,6,2025-12-07,144,Poor,62.1,96.6,1.15,26.7,7.4,20.4
1972,6,2025-12-08,198,Poor,115.8,189.8,0.91,15.9,11.0,28.8
1973,6,2025-12-09,163,Poor,92.0,129.2,1.38,46.6,11.1,31.0
1974,6,2025-12-10,123,Poor,69.4,121.0,1.3,49.5,17.1,16.2
1975,6,2025-12-11,165,Poor,80.2,119.3,1.07,26.8,10.6,20.4
1976,6,2025-12-12,119,Poor,71.1,119.2,1.42,63.6,1,14.6
1977,6,2025-12-13,168,Poor,80.9,132.0,1.52,22.8,11.5,23.3
1978,6,2025-12-14,109,Poor,52.2,82.1,1.1,45.5,11.0,41.2
1979,6,2025-12-15,114,Poor,61.2,89.9,1.32,15.6,16.7,12.6
1980,6,2025-12-16,111,Poor,59.1,90.7,0.72,52.2,15.1,30.2
1981,6,2025-12-17,157,Poor,83.6,140.7,0.67,36.9,7.3,10.6
1982,6,2025-12-18,73,Moderate,32.9,49.9,1.75,48.5,17.9,30.9
1983,6,2025-12-19,151,Poor,77.2,125.0,0.82,57.4,7.0,38.9
1984,6,2025-12-20,70,Moderate,34.2,61.4,1.81,25.9,14.0,18.0
1985,6,2025-12-21,141,Poor,70.4,122.1,0.78,29.6,9.7,39.0
1986,6,2025-12-22,120,Poor,70.5,101.2,1.01,30.7,17.4,26.2
1987,6,2025-12-23,138,Poor,63.1,92.7,1.13,48.6,10.7,28.7
1988,6,2025-12-24,148,Poor,68.4,108.2,1.29,34.8,10.7,25.4
1989,6,2025-12-25,129,Poor,52.1,74.2,1.59,35.3,1.8,34.2
1990,6,2025-12-26,149,Poor,84.4,141.4,1.2,40.2,15.0,16.1
1991,6,2025-12-27,135,Poor,56.5,97.7,1.15,35.4,20.8,24.3
1992,6,2025-12-28,119,Poor,56.1,92.8,1.64,16.4,7.1,22.6
1993,6,2025-12-29,115,Poor,52.6,87.2,1.11,27.8,1,26.3
1994,6,2025-12-30,147,Poor,80.3,136.2,1.47,28.9,10.0,26.0
1995,6,2025-12-31,176,Poor,96.6,142.8,0.78,59.5,5.7,20.2
1996,6,2026-01-01,109,Poor,54.2,76.8,2.13,34.6,16.8,35.3
1997,6,2026-01-02,132,Poor,68.7,115.3,0.49,33.4,11.5,20.9
1998,6,2026-01-03,133,Poor,78.3,137.4,1.31,25.3,6.3,34.1
1999,6,2026-01-04,73,Moderate,37.7,61.0,0.94,45.5,14.1,16.2
2000,6,2026-01-05,161,Poor,68.2,115.4,0.64,28.0,16.3,41.3
2001,6,2026-01-06,98,Moderate,39.7,68.9,1.22,39.8,7.1,30.0
2002,6,2026-01-07,103,Poor,60.2,103.3,1.68,26.3,7.3,37.8
2003,6,2026-01-08,54,Moderate,28.1,49.6,1.45,21.3,12.3,21.7
2004,6,2026-01-09,77,Moderate,40.5,57.0,1.39,29.0,11.4,17.8
2005,6,2026-01-10,169,Poor,76.0,120.8,1.53,39.5,9.0,28.8
2006,6,2026-01-11,174,Poor,79.4,114.1,0.97,28.6,6.1,28.1
2007,6,2026-01-12,150,Poor,73.4,121.7,0.7,7.7,8.7,27.3
2008,6,2026-01-13,170,Poor,93.3,158.8,1.7,61.7,23.8,27.3
2009,6,2026-01-14,152,Poor,60.9,93.4,1.33,40.4,4.8,12.5
2010,6,2026-01-15,104,Poor,52.2,91.6,2.24,31.4,13.9,4.4
2011,6,2026-01-16,80,Moderate,37.3,63.4,0.71,39.9,7.4,28.1
2012,6,2026-01-17,123,Poor,62.1,92.3,1.14,32.2,6.6,20.3
2013,6,2026-01-18,184,Poor,95.7,161.8,1.36,28.3,13.6,25.8
2014,6,2026-01-19,123,Poor,67.4,100.4,0.91,50.7,6.6,23.5
2015,6,2026-01-20,165,Poor,87.1,155.8,0.83,30.7,20.0,23.1
2016,6,2026-01-21,136,Poor,66.4,113.4,0.97,49.2,9.3,40.1
2017,6,2026-01-22,137,Poor,65.0,111.5,1.37,34.4,10.5,24.5
2018,6,2026-01-23,124,Poor,72.8,120.3,1.23,14.7,15.1,26.6
2019,6,2026-01-24,183,Poor,79.2,131.9,1.14,58.6,15.7,28.4
2020,6,2026-01-25,203,Unhealthy,96.3,167.7,0.97,37.0,8.9,15.5
2021,6,2026-01-26,117,Poor,49.4,74.5,1.09,26.7,17.9,29.9
2022,6,2026-01-27,116,Poor,67.1,106.7,1.52,41.8,2.9,13.3
2023,6,2026-01-28,155,Poor,64.4,92.9,1.07,18.7,9.5,30.6
2024,6,2026-01-29,137,Poor,80.0,124.3,1.48,22.5,7.9,29.4
2025,6,2026-01-30,172,Poor,93.1,164.3,0.93,30.9,21.3,23.2
2026,6,2026-01-31,159,Poor,66.3,119.0,1.87,28.8,16.2,24.3
2027,6,2026-02-01,44,Good,26.3,40.0,0.88,26.9,8.8,22.4
2028,6,2026-02-02,87,Moderate,46.8,72.7,1.14,47.3,10.2,37.4
2029,6,2026-02-03,113,Poor,51.9,77.0,1.15,44.3,20.1,28.3
2030,6,2026-02-04,73,Moderate,43.5,62.4,0.83,44.0,3.2,32.4
2031,6,2026-02-05,47,Good,26.7,44.1,0.65,29.0,6.8,14.9
2032,6,2026-02-06,29,Good,12.8,18.3,1.17,28.5,15.8,25.4
2033,6,2026-02-07,101,Poor,52.2,87.4,0.98,30.5,16.2,29.8
2034,6,2026-02-08,76,Moderate,34.4,61.4,1.08,30.3,10.6,27.6
2035,6,2026-02-09,138,Poor,71.7,117.6,0.49,34.1,20.1,16.6
2036,6,2026-02-10,121,Poor,53.3,94.2,1.19,36.6,7.1,19.1
2037,6,2026-02-11,100,Moderate,59.1,104.1,0.78,31.2,20.2,35.7
2038,6,2026-02-12,69,Moderate,34.1,48.1,0.96,31.5,14.3,14.3
2039,6,2026-02-13,23,Good,9.6,14.9,1.8,38.7,18.3,27.4
2040,6,2026-02-14,55,Moderate,24.7,44.0,0.83,41.6,14.7,27.9
2041,6,2026-02-15,44,Good,24.2,35.0,0.98,58.8,10.9,15.8
2042,6,2026-02-16,41,Good,24.4,41.4,1.54,50.8,14.9,24.3
2043,6,2026-02-17,103,Poor,59.1,100.7,0.82,41.3,14.2,41.0
2044,6,2026-02-18,51,Moderate,22.1,34.2,0.65,43.0,7.0,28.4
2045,6,2026-02-19,56,Moderate,22.5,37.1,0.63,46.7,14.9,11.1
2046,6,2026-02-20,24,Good,10.3,15.4,1.45,33.9,17.8,39.3
2047,6,2026-02-21,66,Moderate,31.3,48.2,1.23,45.0,19.3,38.0
2048,6,2026-02-22,32,Good,17.4,31.2,0.92,18.9,13.1,12.2
2049,6,2026-02-23,129,Poor,66.4,95.7,1.09,39.8,4.9,44.0
2050,6,2026-02-24,110,Poor,56.1,90.5,0.91,30.3,9.4,26.8
2051,6,2026-02-25,65,Moderate,36.6,52.7,1.59,37.2,14.5,21.1
2052,6,2026-02-26,77,Moderate,37.4,62.0,0.72,20.4,19.3,27.9
2053,6,2026-02-27,30,Good,12.8,21.6,0.46,36.3,14.7,31.8
2054,6,2026-02-28,91,Moderate,44.3,70.0,1.54,21.0,5.5,38.3
2055,6,2026-03-01,89,Moderate,40.8,73.4,1.36,54.0,8.5,39.7
2056,6,2026-03-02,59,Moderate,29.2,48.0,1.02,48.2,10.2,17.8
2057,6,2026-03-03,64,Moderate,26.6,40.9,1.4,19.7,8.2,43.0
2058,6,2026-03-04,86,Moderate,37.5,57.7,1.23,43.1,14.9,34.1
2059,6,2026-03-05,70,Moderate,31.2,52.8,1.59,56.6,20.3,12.7
2060,6,2026-03-06,133,Poor,73.2,121.6,0.73,26.6,15.5,24.3
2061,6,2026-03-07,104,Poor,44.1,67.4,1.48,9.8,15.4,19.8
2062,6,2026-03-08,90,Moderate,48.8,70.3,0.88,38.2,15.3,29.1
2063,6,2026-03-09,94,Moderate,39.9,65.6,0.72,29.0,23.1,34.1
2064,6,2026-03-10,111,Poor,57.4,83.3,1.28,39.9,3.7,26.0
2065,6,2026-03-11,101,Poor,46.9,73.6,1.06,37.6,13.2,47.5
2066,6,2026-03-12,67,Moderate,33.6,47.3,0.63,37.3,17.9,28.3
2067,6,2026-03-13,92,Moderate,37.5,64.9,0.95,24.6,17.5,43.6
2068,6,2026-03-14,76,Moderate,39.4,67.3,1.22,45.4,11.6,40.9
2069,6,2026-03-15,89,Moderate,44.3,75.8,1.73,50.8,19.1,22.7
2070,6,2026-03-16,65,Moderate,27.1,38.1,0.99,28.6,5.6,29.7
2071,6,2026-03-17,95,Moderate,53.9,87.8,0.36,40.6,2.9,34.1
2072,6,2026-03-18,60,Moderate,33.5,56.2,1.08,25.9,13.3,38.3
2073,6,2026-03-19,96,Moderate,41.7,59.2,1.15,52.4,12.2,25.5
2074,6,2026-03-20,76,Moderate,33.9,57.9,1.25,38.5,5.9,45.4
2075,6,2026-03-21,56,Moderate,26.7,42.8,1.04,46.9,7.9,12.0
2076,6,2026-03-22,42,Good,18.2,30.4,0.91,33.5,6.5,41.6
2077,6,2026-03-23,119,Poor,57.5,89.3,1.71,64.7,15.6,14.2
2078,6,2026-03-24,47,Good,27.9,42.3,1.06,40.7,12.4,23.3
2079,6,2026-03-25,150,Poor,67.0,101.7,1.06,51.9,8.2,28.1
2080,6,2026-03-26,93,Moderate,43.6,72.8,1.06,32.9,15.4,33.4
2081,6,2026-03-27,38,Good,19.2,28.4,0.88,36.2,4.3,51.0
2082,6,2026-03-28,68,Moderate,36.6,59.2,0.8,20.7,15.9,31.9
2083,6,2026-03-29,123,Poor,53.7,92.9,0.88,43.0,5.1,39.9
2084,6,2026-03-30,44,Good,25.7,42.1,1.68,22.0,17.7,34.5
2085,6,2026-03-31,15,Good,7.5,10.6,1.4,51.2,11.4,40.4
2086,6,2026-04-01,100,Moderate,54.9,77.9,0.91,41.3,16.3,8.2
2087,6,2026-04-02,63,Moderate,37.0,54.5,0.96,32.0,24.5,28.1
2088,6,2026-04-03,60,Moderate,27.8,49.6,1.62,27.7,8.5,31.0
2089,6,2026-04-04,166,Poor,87.9,146.5,0.61,31.0,11.6,35.1
2090,6,2026-04-05,95,Moderate,40.8,71.8,1.68,50.4,9.2,12.0
2091,6,2026-04-06,52,Moderate,23.5,39.6,0.85,40.1,13.9,25.8
2092,6,2026-04-07,45,Good,23.2,33.6,1.21,46.5,8.7,33.4
2093,6,2026-04-08,93,Moderate,41.3,65.3,1.29,31.8,27.3,27.5
2094,6,2026-04-09,21,Good,10.8,15.4,1.24,38.8,15.0,23.5
2095,6,2026-04-10,89,Moderate,40.4,59.1,1.37,29.6,15.2,44.3
2096,6,2026-04-11,44,Good,20.4,34.0,0.64,24.0,16.8,37.0
2097,6,2026-04-12,23,Good,13.2,18.8,1.1,29.4,12.8,26.4
2098,6,2026-04-13,100,Moderate,51.6,90.9,1.65,39.4,13.1,37.3
2099,6,2026-04-14,65,Moderate,33.7,47.6,0.62,51.6,11.8,30.9
2100,6,2026-04-15,78,Moderate,44.9,63.5,1.63,35.6,6.9,35.3
2101,6,2026-04-16,32,Good,14.0,25.0,0.73,39.0,10.7,3.1
2102,6,2026-04-17,91,Moderate,39.5,67.9,0.94,54.8,13.9,21.7
2103,6,2026-04-18,106,Poor,49.5,85.5,1.21,19.0,9.0,26.2
2104,6,2026-04-19,78,Moderate,33.0,51.2,1.5,45.0,7.5,31.5
2105,6,2026-04-20,127,Poor,76.0,124.8,1.52,36.3,11.0,22.9
2106,6,2026-04-21,91,Moderate,45.5,74.2,0.87,44.0,5.4,25.2
2107,6,2026-04-22,104,Poor,59.1,93.0,1.29,33.8,7.5,47.3
2108,6,2026-04-23,15,Good,6.8,10.8,0.39,33.7,12.6,17.8
2109,6,2026-04-24,21,Good,8.4,13.9,0.91,40.8,4.1,50.1
2110,6,2026-04-25,15,Good,8.1,13.5,1.17,39.4,5.1,31.1
2111,6,2026-04-26,83,Moderate,46.1,66.8,1.56,34.5,9.4,34.0
2112,6,2026-04-27,70,Moderate,32.7,52.7,1.54,46.4,10.6,14.4
2113,6,2026-04-28,118,Poor,58.1,83.6,1.54,31.5,13.7,62.0
2114,6,2026-04-29,97,Moderate,55.5,84.6,1.06,48.4,13.8,10.5
2115,6,2026-04-30,102,Poor,54.2,78.9,1.14,51.3,11.1,34.4
2116,6,2026-05-01,54,Moderate,22.6,34.7,0.99,45.6,7.4,55.4
2117,6,2026-05-02,15,Good,7.1,11.6,0.64,49.4,14.5,29.5
2118,6,2026-05-03,71,Moderate,40.4,72.5,0.93,27.1,9.7,15.5
2119,6,2026-05-04,104,Poor,55.0,83.8,1.15,28.4,10.7,27.6
2120,6,2026-05-05,41,Good,23.2,36.4,1.12,60.9,5.1,15.8
